Erecoil_keV,pdf,cdf
0,0,0
1e-06,1345.16714251581,0.000672583571257907
2e-06,1343.66918670071,0.00201700173586617
3e-06,1342.17225804693,0.00335992245824
4e-06,1340.67622001626,0.0047013466972716
5e-06,1339.1811972935,0.00604127540592649
6e-06,1337.68710553091,0.0073797095573387
7e-06,1336.19395951007,0.00871665008985919
8e-06,1334.70178036833,0.0100520979597984
9e-06,1333.21057451107,0.0113860541372381
1e-05,1331.72032055943,0.0127185195847734
1.1e-05,1330.23102854735,0.0140494952593268
1.2e-05,1328.74271317689,0.0153789821301889
1.3e-05,1327.25535775453,0.0167069811656546
1.4e-05,1325.76896461342,0.0180334933268386
1.5e-05,1324.2835486455,0.019358519583468
1.6e-05,1322.79910050555,0.0206820609080436
1.7e-05,1321.3156195952,0.022004118268094
1.8e-05,1319.83311161493,0.023324692633699
1.9e-05,1318.35158138511,0.0246437849801991
2e-05,1316.87102725118,0.0259613962845172
2.1e-05,1315.39144567265,0.0272775275209791
2.2e-05,1313.9128432901,0.0285921796654605
2.3e-05,1312.43522486555,0.0299053536995383
2.4e-05,1310.95858059856,0.0312170506022704
2.5e-05,1309.48291892343,0.0325272713520314
2.6e-05,1308.00823988391,0.0338360169314351
2.7e-05,1306.53454558901,0.0351432883241716
2.8e-05,1305.06183601922,0.0364490865149757
2.9e-05,1303.59011278903,0.0377534124893798
3e-05,1302.11937587406,0.0390562672337113
3.1e-05,1300.64962690416,0.0403576517351005
3.2e-05,1299.18086874797,0.0416575669829265
3.3e-05,1297.71310072893,0.042956013967665
3.4e-05,1296.2463273438,0.0442529936817014
3.5e-05,1294.78054242507,0.0455485071165858
3.6e-05,1293.3157540545,0.0468425552648256
3.7e-05,1291.85195978371,0.0481351391217447
3.8e-05,1290.38916515169,0.0494262596842124
3.9e-05,1288.92736594182,0.0507159179497592
4e-05,1287.46656546751,0.0520041149154638
4.1e-05,1286.00676413422,0.0532908515802647
4.2e-05,1284.54796293931,0.0545761289438015
4.3e-05,1283.09016634456,0.0558599480084434
4.4e-05,1281.63336963816,0.0571423097764348
4.5e-05,1280.17757899814,0.0584232152507529
4.6e-05,1278.72279464772,0.0597026654375759
4.7e-05,1277.2690132478,0.0609806613415236
4.8e-05,1275.81624183937,0.0622572039690672
4.9e-05,1274.36447739256,0.0635322943286832
5e-05,1272.91372093175,0.0648059334278454
5.1e-05,1271.46397715789,0.0660781222768902
5.2e-05,1270.01524471516,0.0673488618878267
5.3e-05,1268.56752197925,0.0686181532711739
5.4e-05,1267.12081526584,0.0698859974397965
5.5e-05,1265.67512248523,0.071152395408672
5.6e-05,1264.23044474044,0.0724173481922848
5.7e-05,1262.78678352799,0.0736808568064191
5.8e-05,1261.34413976813,0.0749429222680671
5.9e-05,1259.90251261472,0.0762035455942586
6e-05,1258.46190839958,0.0774627278047657
6.1e-05,1257.02232119211,0.0787204699195616
6.2e-05,1255.58375669067,0.079976772958503
6.3e-05,1254.14621505376,0.0812316379443752
6.4e-05,1252.70969534116,0.0824850658995726
6.5e-05,1251.2742006408,0.0837370578475636
6.6e-05,1249.83972900823,0.0849876148123881
6.7e-05,1248.40628710796,0.0862367378204462
6.8e-05,1246.97386945971,0.0874844278987301
6.9e-05,1245.54247886269,0.0887306860728913
7e-05,1244.11211843345,0.0899755133715393
7.1e-05,1242.68278719117,0.0912189108243517
7.2e-05,1241.25448640158,0.092460879461148
7.3e-05,1239.82721746474,0.0937014203130812
7.4e-05,1238.40097997735,0.0949405344118023
7.5e-05,1236.97577598333,0.0961782227897826
7.6e-05,1235.55160654198,0.0974144864810453
7.7e-05,1234.12847211087,0.0986493265203717
7.8e-05,1232.70637282017,0.0998827439428372
7.9e-05,1231.28530976576,0.10111473978413
8e-05,1229.86528609443,0.10234531508206
8.1e-05,1228.4462983107,0.103574470874263
8.2e-05,1227.02835050293,0.10480220819867
8.3e-05,1225.61144331469,0.106028528095579
8.4e-05,1224.19557719363,0.107253431605833
8.5e-05,1222.78075228302,0.108476919770571
8.6e-05,1221.36696925995,0.109698993631342
8.7e-05,1219.95423004958,0.110919654230997
8.8e-05,1218.54253469365,0.112138902613369
8.9e-05,1217.13188402992,0.113356739822731
9e-05,1215.72228026121,0.114573166904876
9.1e-05,1214.3137212418,0.115788184905628
9.2e-05,1212.90621012206,0.11700179487131
9.3e-05,1211.49974688596,0.118213997849814
9.4e-05,1210.09433248854,0.119424794889501
